offer_changed_notification_id,seller_id,seller_positive_feed_back_rating,listing_price,is_amazon,is_fulfilled_by_amazon
226367170,A197D2NHSLJOKZ,91.0,"$1,104.84",False,False
226367170,A3SBDOAENTRT1F,94.0,"$1,282.23",False,False
226367170,A1COIXT69Y8KR,79.0,$968.58,False,False
226367170,A35BKNF7G8DU3K,82.0,$814.11,False,False
226367170,A35BKNF7G8DU3K,82.0,$814.11,False,False
226367170,A35BKNF7G8DU3K,82.0,$794.00,False,False
226367170,A35BKNF7G8DU3K,82.0,$814.11,False,False
226367862,A25CQ5K15O9QKT,97.0,$69.99,False,True
226380203,A33BS6RNKKDT43,98.0,$82.99,False,False
226389542,AGOKDG42D8KUC,86.0,$899.00,False,False
226389542,A9HEF3NCNW35R,90.0,$879.00,False,False
226389542,A2LLS7SYKCBWI8,85.0,$925.97,False,False
226390265,A37XKV38SP9HUG,92.0,$39.76,False,False
226397049,A2R2RITDJNW1Q6,91.0,$199.99,True,True
226397739,A288K64U2IBFXF,94.0,$141.00,False,False
226398613,A18CQ5FFITKTLU,93.0,$79.50,False,True
226398613,A18CQ5FFITKTLU,93.0,$75.99,False,False
226398613,ASH1H6YCFH4EF,89.0,$79.50,False,False
226398613,A1M2AR6046TFJG,97.0,$75.99,False,False
226398613,A1M2AR6046TFJG,97.0,$75.99,False,True
226427803,A3H96BS0UGMAH3,94.0,$539.19,False,False
226427803,A1U3YIJWSVDCGN,94.0,$499.00,False,False
226427803,A3G3SO77TXT8EI,92.0,$475.31,False,False
226427803,A3H96BS0UGMAH3,94.0,$465.55,False,False
226427803,A3G3SO77TXT8EI,92.0,$377.82,False,False
226427803,A3H96BS0UGMAH3,94.0,$370.11,False,False
226435522,A2R2RITDJNW1Q6,91.0,$69.99,True,True
226469017,A2R2RITDJNW1Q6,91.0,$98.86,True,True
226469017,A2GH8D55M8214S,83.0,$109.95,False,False
226469017,A16Q862C4R7BT3,72.0,$152.95,False,False
226469017,A4U28PPP62UUO,100.0,$152.95,False,False
226469017,APDLQGEO0VJXR,14.0,$189.00,False,False
226510397,A2R2RITDJNW1Q6,91.0,$95.99,True,True
226510397,ANORQMIIVVYNV,75.0,$99.99,False,True
226526607,A2KTDJV6EUITJE,87.0,$141.99,False,False
226526607,A2R2RITDJNW1Q6,91.0,$99.89,True,True
226534215,A14FO9TF2PTRV0,75.0,"$1,999.00",False,False
226534215,A2NTQ7FRP9335W,54.0,"$2,799.99",False,False
226546659,A2QSZ1RNHX6JFV,86.0,$36.99,False,True
226546901,A2R2RITDJNW1Q6,91.0,$65.99,True,True
226546901,A2XZ7JICGUQ1CX,0.0,$131.98,False,True
226568198,ABO907060G8YG,96.0,$53.99,False,True
226568198,A3QWSZ44N8P3XH,88.0,$52.99,False,False
226568198,A2TGMCZ4O2P52Z,79.0,$58.99,False,False
226568198,A385A0XNQBW8HY,93.0,$59.48,False,False
226599465,A3FMSIXEOKG0CD,94.0,$34.95,False,False
226600412,A21WA0AQIB0RBS,87.0,$299.96,False,False
226604665,A3AVI4F6S3UNB2,88.0,$269.99,False,False
226606680,A2ZJE5ZW8VXTWD,98.0,$210.95,False,True
226606680,A10BD9BTGT4HOI,0.0,$179.95,False,False
226606680,A2D3DJBGZD9XSL,85.0,$165.00,False,False
226606680,A3BLXRZSUYC5ZY,98.0,$119.00,False,False
226606680,A3VQ0EFXMBICDV,57.0,$115.50,False,True
226606680,A104F2O6PZR72I,80.0,$118.44,False,False
226606680,A1LCNYOZPO1V0V,33.0,$78.89,False,False
226606680,A3BLXRZSUYC5ZY,98.0,$119.00,False,False
226613457,A1DEDCN5C430F8,85.0,$599.00,False,False
226614652,A2R2RITDJNW1Q6,91.0,$29.99,True,True
226619696,A2R2RITDJNW1Q6,91.0,$421.43,True,True
226619696,A3PAV43I12A2F0,94.0,$481.99,False,False
226619696,A3PAV43I12A2F0,94.0,$481.99,False,False
226619871,AZC3QG9ALDVZD,82.0,$199.98,False,False
226619871,AQ7FIN28K9HIX,92.0,$174.19,False,False
226619871,A1L4LS2KNDBWYV,84.0,$156.81,False,False
226619871,A1PUHO6D4MM5FC,74.0,$132.99,False,False
226619871,A2R2RITDJNW1Q6,91.0,$132.07,True,True
226619969,A2R2RITDJNW1Q6,91.0,$67.29,True,True
226622056,A2XAYQIE2PP3RG,96.0,$99.99,False,False
226626902,AY8GYQXO0NIVN,92.0,$139.90,False,True
226628367,A1QJLRZ6JFYMP,79.0,"$4,999.00",False,False
226628367,A3U6B478M5W56W,79.0,"$2,499.00",False,False
226628457,A372HWJXDKCAAZ,93.0,$69.99,False,True
226629362,A3PMLFRP5D0ISW,83.0,$62.78,False,True
226629459,A1MZY2WO9E1K56,80.0,$269.99,False,False
226629496,A1MZY2WO9E1K56,80.0,$469.99,False,False
226629591,A1MZY2WO9E1K56,80.0,$439.99,False,False
226629894,A1MZY2WO9E1K56,80.0,$239.99,False,False
226630072,AYX4QZIGCPIZG,83.0,$80.17,False,False
226630072,A3LDPORMCI40Y0,87.0,$79.24,False,False
226630072,A3LGV6U3V2FPWB,80.0,$70.90,False,False
226630072,A3N3TZI7EWYMY,92.0,$52.42,False,False
226630203,A1MZY2WO9E1K56,80.0,$52.69,False,False
226630431,A1MZY2WO9E1K56,80.0,$236.99,False,False
226630682,A1MZY2WO9E1K56,80.0,$219.99,False,False
226630884,A1MZY2WO9E1K56,80.0,$439.99,False,False
226641379,A3PMLFRP5D0ISW,83.0,$62.78,False,True
226646018,A15H41GELYYQQK,96.0,$204.50,False,False
226646018,A2AM0UG3KFDJAK,99.0,$279.99,False,True
226657210,A3LDPORMCI40Y0,87.0,$187.99,False,False
226657210,A1D7W3VVAG6J35,79.0,$141.99,False,False
226661083,A19NXYPR29N4VV,91.0,$23.09,False,False
226661083,AYX4QZIGCPIZG,83.0,$20.99,False,False
226668848,A1MZY2WO9E1K56,80.0,$195.99,False,False
226679741,AYX4QZIGCPIZG,83.0,$144.60,False,False
226683892,ABG8NEKZWEX0M,100.0,$32.00,False,False
226683892,A2R2RITDJNW1Q6,91.0,$32.59,True,True
226696650,AW5VCQ8QJC9FD,98.0,$174.99,False,False
226696650,AJG14BUL885W9,94.0,$149.95,False,False
226703820,A3PAV43I12A2F0,94.0,$64.99,False,False
226703820,A2R2RITDJNW1Q6,91.0,$46.09,True,True
226711038,A1IVTRUG8CLJ6E,91.0,$82.89,False,True
226711038,ATNHGLND9W21T,94.0,$121.96,False,False
226711038,A3AK92JQZ2K8NM,89.0,$117.90,False,False
226711038,A2PDXAL55CZSFW,94.0,$99.99,False,False
226711038,A3SV7MBCT5IVVO,89.0,$87.50,False,False
226711038,A1AJDJ0H6GF3H,100.0,$87.25,False,True
226711038,A1EOXOD2MDN9T8,100.0,$86.35,False,False
226711038,A22O7RSQ0M5DL7,98.0,$83.45,False,True
226711038,A1IVTRUG8CLJ6E,91.0,$82.95,False,False
226711038,A1IVTRUG8CLJ6E,91.0,$82.39,False,False
226711038,APOKYV840HZ19,50.0,$159.90,False,False
226716627,A2D7WQ55XPDBNE,92.0,$199.09,False,False
226720087,A3PD1BTZQPF0I4,92.0,$126.94,False,False
226720087,A3QWSZ44N8P3XH,88.0,$129.95,False,False
226720087,ABO907060G8YG,96.0,$111.99,False,True
226722592,A1Q0NZXCP76HMZ,94.0,$129.00,False,True
226722973,A3PAV43I12A2F0,94.0,$52.99,False,False
226722973,A1A5WKXZLE8CDR,98.0,$39.99,False,False
226722973,A3JCXJ0KXTPYB6,89.0,$28.28,False,False
226722973,A2R2RITDJNW1Q6,91.0,$28.28,True,True
226722973,A318KZKAVS7VOQ,76.0,$64.15,False,False
226728144,A2LUCT5KHINAE,80.0,"$1,595.00",False,False
226728144,ATZ61JQHZC6XB,99.0,"$1,595.00",False,True
226728144,A34V3O18ZYGJY,92.0,"$1,595.00",False,False
226737202,A25CQ5K15O9QKT,97.0,$114.99,False,True
226737225,A32A8ZQ7TNI2T,91.0,$46.94,False,True
226737225,A2N5I30GK5BT1C,86.0,$52.94,False,False
226738152,ASHWCHMMSFRG3,74.0,$37.95,False,False
226738152,A3V8R98DDVHYFB,90.0,$37.95,False,False
226740499,A4IAF22BU8ZKC,99.0,$27.99,False,True
226740600,A25CQ5K15O9QKT,97.0,$59.99,False,True
226741288,A25CQ5K15O9QKT,97.0,$99.99,False,True
226741383,A2R2RITDJNW1Q6,91.0,$49.99,True,True
226741383,A2I9WMRFFGTW5A,88.0,$70.56,False,False
226743436,A2QGDO04RLO4ZD,91.0,$924.99,False,True
226743436,A2QGDO04RLO4ZD,91.0,$924.99,False,False
226746298,AK2NVKZL6ASTK,94.0,$174.00,False,False
226749379,A1D7W3VVAG6J35,79.0,$119.99,False,False
226755810,A10WNLKQJ838EH,0.0,$360.00,False,False
226755810,A35U5L8D9XWQD0,75.0,$324.00,False,False
226757226,A6FB8697BI1QG,77.0,$72.79,False,False
226757226,A1L1WVV6YOT0S7,95.0,$72.00,False,False
226757226,A3PAV43I12A2F0,94.0,$59.99,False,False
226757226,A2R2RITDJNW1Q6,91.0,$59.89,True,True
226758466,A32U15M077H6Z6,92.0,$34.95,False,True
226758466,A1MXSFZLLLKGI2,100.0,$34.95,False,True
226758716,A3SV7MBCT5IVVO,89.0,$330.00,False,False
226762651,A87AJ0MK8WLZZ,97.0,$89.99,False,False
226762651,A38LG9O9ENWZSM,92.0,$89.99,False,False
226762651,A3P9MLV1D9URCT,61.0,$110.99,False,False
226762651,A87AJ0MK8WLZZ,97.0,$89.99,False,True
226765831,A1M5677DEEH6HI,95.0,$79.99,False,False
226767137,A1M5677DEEH6HI,95.0,$79.99,False,False
226767168,A1M5677DEEH6HI,95.0,$87.43,False,False
226768803,A1QTWVII9COUS6,99.0,$189.99,False,True
226768960,A1C9CZ0JV4LB6T,80.0,$93.37,False,False
226768960,A2R2RITDJNW1Q6,91.0,$63.95,True,True
226770238,A2R2RITDJNW1Q6,91.0,$132.39,True,True
226771727,A1R6RDJ13PRAXU,85.0,$427.96,False,False
226772062,A1M5677DEEH6HI,95.0,$86.99,False,False
226772994,A1M5677DEEH6HI,95.0,$84.85,False,False
226773357,A25LJWNLGMKW3N,88.0,$64.99,False,False
226773357,A114M8639XDXKX,80.0,$66.92,False,False
226773357,A2KTDJV6EUITJE,87.0,$102.99,False,False
226773398,A1BXGZQY4KWUH5,68.0,$134.80,False,False
226773398,A2CFJANBN3DVK7,84.0,$142.25,False,False
226776518,A2U1VERDCECZKM,100.0,"$1,549.00",False,False
226776518,APIOLQQVHFBYQ,87.0,"$1,499.99",False,False
226776518,AISNJG5CH04A1,88.0,"$1,499.00",False,False
226776518,A38NC52YZMEYGW,98.0,"$1,499.00",False,False
226776571,A1EKZVII0MA8MV,100.0,$31.99,False,False
226776774,AXTBJBT245AS4,98.0,$43.42,False,True
226776774,A2R2RITDJNW1Q6,91.0,$31.43,True,True
226783375,A25CQ5K15O9QKT,97.0,$69.99,False,True
226783437,A33XC9P2HX9I59,39.0,$289.00,False,False
226783437,A2TN19FHI2Z5KL,98.0,$208.99,False,False
226789343,AZ89OS1EEENBU,80.0,$415.00,False,False
226790563,ASH1H6YCFH4EF,89.0,$284.00,False,False
226790563,ASH1H6YCFH4EF,89.0,$288.00,False,False
226800269,A32GOXAC8X4KTS,100.0,$29.99,False,True
226800798,A2R2RITDJNW1Q6,91.0,$239.99,True,True
226800798,A19VW1BL9ZXZVA,91.0,$278.98,False,False
226804692,A2R2RITDJNW1Q6,91.0,$49.10,True,True
226804692,A11GQ98RAEYCKX,98.0,$49.99,False,False
226805459,A2XZ7JICGUQ1CX,0.0,$131.98,False,True
226805459,A2R2RITDJNW1Q6,91.0,$65.99,True,True
226811778,A2R2RITDJNW1Q6,91.0,$193.39,True,True
226814571,A10Y9OOLQJTXJR,87.0,$429.90,False,False
226820538,AFI3X2X3YFS02,99.0,$249.99,False,True
226821755,A2R2RITDJNW1Q6,91.0,$93.59,True,True
226821755,AYX4QZIGCPIZG,83.0,$122.36,False,False
226821755,A21M8JQ0I9SF78,88.0,$123.59,False,False
226821755,A3QTWFHERA9T9K,91.0,$158.30,False,False
226821755,A3QTWFHERA9T9K,91.0,$158.30,False,False
226821755,A3QTWFHERA9T9K,91.0,$158.30,False,False
226826828,A3T6UVRZ22R7DW,86.0,$169.99,False,False
226826828,A2R2RITDJNW1Q6,91.0,$153.32,True,True
226826828,A345OSUWOYF1PV,93.0,$169.99,False,False
226826828,A31EDVFF4K7C6L,83.0,$169.99,False,False
226828319,A1QJLRZ6JFYMP,79.0,"$4,999.00",False,False
226828319,A3U6B478M5W56W,79.0,"$2,499.00",False,False
226828319,A3U6B478M5W56W,79.0,"$2,499.00",False,False
226828526,A114M8639XDXKX,80.0,$599.99,False,False
226828526,A1XPIZ3ZP44EM1,77.0,$461.95,False,False
226828526,A1VSYUSBHJXBF,85.0,$444.99,False,False
226828526,A25LJWNLGMKW3N,88.0,$399.00,False,False
226828896,A2R2RITDJNW1Q6,91.0,$113.59,True,True
226828896,A3PAV43I12A2F0,94.0,$176.99,False,False
226833232,A2ZGFAL6SP9O6A,90.0,$154.81,False,False
226833232,A1A5NX4ACCQDY4,79.0,$129.99,False,False
226833232,A3SQ9YFE6CSCS0,79.0,$115.36,False,False
226833510,A1L4LS2KNDBWYV,84.0,$356.17,False,False
226833510,ABONXUXSXHDE4,86.0,$356.00,False,False
226833510,AUVCC2VQE352X,49.0,$350.00,False,False
226836462,A2R2RITDJNW1Q6,91.0,$319.22,True,True
226836462,A1V9OPCTM21J7U,75.0,$390.00,False,False
226851897,A2R2RITDJNW1Q6,91.0,$59.99,True,True
226851897,A3PAV43I12A2F0,94.0,$83.99,False,False
226866228,A1KOY3Q9PW15P,92.0,$159.99,False,True
226866228,A1KOY3Q9PW15P,92.0,$159.99,False,False
226866228,A3DHPK8M3NCOK,0.0,$179.99,False,False
226866228,AJOXHPM6K9HMK,92.0,$229.99,False,False
226866228,AAZRLVTNON75Z,78.0,$244.13,False,False
226877212,A1L4LS2KNDBWYV,84.0,$81.08,False,False
226877212,A2R2RITDJNW1Q6,91.0,$65.67,True,True
226878145,A2DMRSE65WGDKP,88.0,$201.14,False,False
226878145,A2AX9ZNX1T8FDN,94.0,$150.00,False,True
226889632,A2USE8UZ1N1ALF,99.0,$64.99,False,False
226893707,A2R2RITDJNW1Q6,91.0,$152.99,True,True
226893707,A2XZ7JICGUQ1CX,0.0,$167.54,False,True
226893707,A3EZU711ACJUBG,96.0,$189.99,False,False
226893707,A1H3I9YIWS7998,87.0,$188.99,False,False
226896325,A3QWSZ44N8P3XH,88.0,$139.95,False,False
226896325,ABO907060G8YG,96.0,$129.74,False,True
226898314,A25CQ5K15O9QKT,97.0,$49.99,False,True
226899683,A2R2RITDJNW1Q6,91.0,$25.79,True,True
226899693,A2Q3FGF6ZU57YJ,93.0,$579.99,False,False
226908030,A33H2MILGMAK34,88.0,$239.99,False,False
226911965,A37NLMMG02BN9Z,97.0,$327.00,False,False
226913204,A311BEHFUHRLQM,87.0,$79.99,False,False
226913204,AD7VWWJDJGX5J,82.0,$79.99,False,False
226917784,A7TT4OQ1FE3BQ,82.0,$799.00,False,False
226924877,A6EGA15UEFYEQ,98.0,$34.00,False,True
226925351,A2R2RITDJNW1Q6,91.0,$209.99,True,True
226926093,A2R2RITDJNW1Q6,91.0,"$2,319.42",True,True
226929151,A31MGKZEFWGEBQ,86.0,$34.99,False,True
226929437,A14L2MX88GSRVI,93.0,$129.95,False,False
226929732,A2T355QWAX7WUQ,99.0,$206.94,False,True
226930672,A31MGKZEFWGEBQ,86.0,$39.99,False,True
226939788,A13BNE3P7C8THK,95.0,$229.99,False,False
226939788,A1VSYUSBHJXBF,85.0,$334.99,False,False
226939788,A25LJWNLGMKW3N,88.0,$279.00,False,False
226939788,A1CBQBE7DY8GAR,98.0,$284.99,False,False
226942086,A1ZT2ZZBCWQISQ,75.0,$45.00,False,True
226947916,A2R2RITDJNW1Q6,91.0,$28.59,True,True
226947948,A2JBD86K69LRYB,93.0,$259.99,False,False
226947948,A2VCOZMMU5A8B1,90.0,$299.99,False,False
226949693,A25CQ5K15O9QKT,97.0,$69.99,False,True
226949861,A3PAV43I12A2F0,94.0,$83.99,False,False
226949861,A2QU2LOYKL3NC1,74.0,$78.99,False,False
226949861,A2R2RITDJNW1Q6,91.0,$54.29,True,True
226950411,A2J58GCM0AI301,14.0,"$1,195.00",False,False
226950411,A38NC52YZMEYGW,98.0,$999.00,False,False
226950411,A2R2RITDJNW1Q6,91.0,"$1,000.62",True,True
226950411,A3P0506B0FXKRE,89.0,"$1,099.00",False,False
226950411,ALXOBT16GYI9V,100.0,"$1,099.00",False,False
226950411,ALXOBT16GYI9V,100.0,"$1,099.00",False,False
226950411,ALXOBT16GYI9V,100.0,"$1,099.00",False,False
226950411,A3IO8WS9IH1UZO,89.0,"$1,194.99",False,False
226953152,A2R2RITDJNW1Q6,91.0,$556.69,True,True
226954742,A2R2RITDJNW1Q6,91.0,$19.95,True,True
226954742,AJYZ22R6PYFT6,99.0,$19.95,False,False
226954742,AFYUGBLS74NL0,95.0,$19.95,False,False
226954742,A2QS1MWENZZX2O,93.0,$29.99,False,False
226954742,A1J7WSBJHTGUFA,100.0,$19.95,False,True
226958745,A2XE6SY9AP1535,100.0,$239.99,False,False
226963749,A2R2RITDJNW1Q6,91.0,$239.98,True,True
226963848,A2R2RITDJNW1Q6,91.0,$258.90,True,True
226963848,A34QNMBXVZ7PDP,100.0,$339.00,False,True
226964669,A1QOG3BD73U9Z8,40.0,$111.80,False,False
226964669,A2ICQHL0SOU1LZ,91.0,$105.99,False,False
226964669,A1Y7I7PHD684U2,80.0,$175.99,False,False
226965451,A2R2RITDJNW1Q6,91.0,$20.80,True,True
226965451,A2XZ7JICGUQ1CX,0.0,$41.60,False,True
226965472,A2R2RITDJNW1Q6,91.0,$23.19,True,True
226965472,A2XZ7JICGUQ1CX,0.0,$46.38,False,True
226968271,A2QU2LOYKL3NC1,74.0,$177.99,False,False
226968271,A2R2RITDJNW1Q6,91.0,$80.39,True,True
226968271,A3PAV43I12A2F0,94.0,$135.99,False,False
226968907,A1QF7YNTOFYIWL,50.0,$69.55,False,False
226968907,A2R2RITDJNW1Q6,91.0,$69.59,True,True
226968907,A1XBPHGHAXLHDG,89.0,$104.35,False,False
226969913,A2R0FX412W1BDT,87.0,$62.06,False,False
226969913,A2R2RITDJNW1Q6,91.0,$29.99,True,True
226969913,A21BBMEF3BMW1Z,96.0,$39.39,False,False
226969913,A2CK5NG72UVSTT,83.0,$39.99,False,False
226969913,A1S35P2CY6U5GD,0.0,$34.50,False,False
226969913,A29PHU0KPCGV8S,73.0,$43.09,False,False
226969913,A35WTLDHA8KNES,89.0,$46.99,False,False
226969913,APCF9MZYY8LJ3,89.0,$30.18,False,False
226969913,A3PAV43I12A2F0,94.0,$50.99,False,False
226969913,A218A76M4AUC7Y,77.0,$52.27,False,False
226969913,A3HCET3UGETZ2B,61.0,$39.99,False,False
226971772,A349K2XZ4Y11JX,85.0,$26.99,False,False
226973790,A18EOMP4BEHXVH,91.0,$41.98,False,False
226973790,A2UUWCCR4G5EFA,90.0,$36.74,False,False
226974029,ABO907060G8YG,96.0,$99.99,False,True
226974851,A1VSYUSBHJXBF,85.0,$804.99,False,False
226974851,A25LJWNLGMKW3N,88.0,$749.00,False,False
226974851,A1CBQBE7DY8GAR,98.0,$749.00,False,False
226974851,A1CBQBE7DY8GAR,98.0,$749.00,False,True
226983006,AFD3YB3MPK3U3,90.0,$219.95,False,False
226983006,A3DFJUH8P24EMT,92.0,$219.95,False,False
226983006,A102741HTMO4U3,87.0,$219.95,False,False
226983399,AU43AUXDAESHQ,47.0,$134.28,False,False
226989236,A1MVM28KNN95IV,0.0,$84.95,False,False
226989236,A2A9EA9P4NNUKF,46.0,$88.99,False,False
226989236,A1IQAKV2BQ5ME,75.0,$89.00,False,False
226989236,AGG6U981SCY2C,0.0,$90.00,False,False
226989236,A1AB5JXXJZ1NUD,0.0,$90.00,False,False
226989236,AAWU4HX7PTQ14,69.0,$99.99,False,False
226989236,A342QD9HMUNY3W,76.0,$102.99,False,False
226991418,A2EP2U9O8Q3ZTG,96.0,$149.99,False,False
226998153,AYX4QZIGCPIZG,83.0,$285.69,False,False
226998153,A1D7W3VVAG6J35,79.0,$203.50,False,False
226998313,A38WEUB4XVTU88,91.0,$109.99,False,False
227000753,A3DV91KOL4GJSD,100.0,$21.99,False,True
227000931,A2QGDO04RLO4ZD,91.0,$46.99,False,False
227000931,A2QGDO04RLO4ZD,91.0,$46.99,False,True
227002402,A2R2RITDJNW1Q6,91.0,"$1,249.99",True,True
227002402,A1ZXHQAX98Z1CO,79.0,"$2,300.00",False,False
227002402,A2XV4B0M5V3HJY,33.0,"$2,368.00",False,False
227002402,A3NJJ44TUD9VVZ,73.0,"$2,369.00",False,False
227002402,A12FY9W4KW1W5X,80.0,"$2,435.00",False,False
227002402,A2NTQ7FRP9335W,55.0,"$2,439.99",False,False
227004137,A1SGCE4H8RI11W,88.0,$139.99,False,True
227006098,AX09SR8M7RDVL,80.0,$53.64,False,False
227006098,A3JKI5NT5GXWVA,67.0,$70.00,False,False
227006098,A2R2RITDJNW1Q6,91.0,$47.90,True,True
227006098,AV67RFWCWTKP4,76.0,$46.90,False,False
227006098,AR2YPTOSQJ74N,75.0,$46.85,False,False
227007831,A34QY3G6CQ48ZH,97.0,$79.99,False,True
227011231,A2R2RITDJNW1Q6,91.0,$54.65,True,True
227011231,A3VZKFNMHAPZBO,69.0,$45.14,False,False
227011231,A3TX4YUK2VIRSQ,86.0,$44.69,False,False
227021034,A33BS6RNKKDT43,98.0,$68.99,False,False
227023015,A1MZY2WO9E1K56,80.0,$199.99,False,False
227023023,A2UUWCCR4G5EFA,90.0,$135.92,False,False
227023197,ANRRIZ5VJS050,86.0,"$1,449.00",False,False
227023641,A25LJWNLGMKW3N,88.0,$559.00,False,False
227025454,ABQZH62BKNT9,50.0,$214.79,False,False
227025454,A7WAE4LDXQY14,0.0,$214.81,False,False
227025628,A3BJ5H4HIIIDJ5,100.0,$369.00,False,False
227025628,A2R2RITDJNW1Q6,91.0,$332.99,True,True
227025628,A2CFJANBN3DVK7,84.0,$520.00,False,False
227025628,A2XZ7JICGUQ1CX,0.0,$466.19,False,True
227025628,A2E208FW9XVDYC,63.0,$369.99,False,False
227026199,AYX4QZIGCPIZG,83.0,$230.99,False,False
227026199,A3E4OFKND1HKHN,88.0,$230.99,False,False
227034152,A3IWCIKFXUCX5A,94.0,$296.80,False,True
227034307,AITA2PU8PQX8Z,100.0,$33.98,False,False
227040139,A19NVE4G6SOT2C,98.0,$159.99,False,False
227040139,A19NVE4G6SOT2C,98.0,$169.00,False,True
227040300,A1V1Z4BJNVFJUK,88.0,$149.99,False,False
227040300,A1ID8FA18OWC84,100.0,$164.95,False,False
227040627,A1NPPAYZ3RP4VA,94.0,$99.99,False,False
227040627,A18BQI21FD14DP,95.0,$109.99,False,False
227040627,A2LFP05C9A92MM,96.0,$119.47,False,False
227040627,A1TEFNRSN5PU83,92.0,$99.99,False,False
227043840,AKYZMJRDOP6L0,95.0,"$1,290.00",False,False
227045267,A2R2RITDJNW1Q6,91.0,$23.09,True,True
227045267,A3VZKFNMHAPZBO,69.0,$35.18,False,False
227046024,A2R2RITDJNW1Q6,91.0,$112.20,True,True
227047593,A2XZ7JICGUQ1CX,0.0,$70.05,False,True
227047593,A2R2RITDJNW1Q6,91.0,$47.62,True,True
227047593,A318KZKAVS7VOQ,76.0,$96.25,False,False
227051592,A1KRYE73AK8LUC,91.0,$229.00,False,True
227051592,A1Q0NZXCP76HMZ,94.0,$199.00,False,True
227051693,A3PAV43I12A2F0,94.0,$116.99,False,False
227051693,A2R2RITDJNW1Q6,91.0,$118.30,True,True
227051693,A2XZ7JICGUQ1CX,0.0,$153.79,False,True
227051693,A2QU2LOYKL3NC1,74.0,$199.99,False,False
227055893,AYX4QZIGCPIZG,83.0,$72.79,False,False
227055893,A3LDPORMCI40Y0,87.0,$94.10,False,False
227057383,A1YP3AH4WORPCV,91.0,$489.99,False,False
227057383,AGM6C26PSDPDP,83.0,$399.99,False,False
227058364,A2U4ICQ9DFU4MG,81.0,$81.99,False,False
227061680,A2R2RITDJNW1Q6,91.0,$27.81,True,True
227062013,A2CBJYLGOLE5Y2,74.0,$175.58,False,False
227062013,A2R2RITDJNW1Q6,91.0,$132.09,True,True
227062013,A2U293YDZ050IO,78.0,$178.32,False,False
227062013,A1O19C7QZVKF5,83.0,$186.03,False,False
227062091,A2R2RITDJNW1Q6,91.0,$111.79,True,True
227062091,A114M8639XDXKX,80.0,$108.09,False,False
227062091,A3IROH8PUSDA0U,88.0,$158.25,False,False
227062091,A2NTQ7FRP9335W,55.0,$249.99,False,False
227062189,A2R2RITDJNW1Q6,91.0,$31.79,True,True
227062189,A6Q7041VWXSZ6,100.0,$47.00,False,False
227063480,A304L0S4T7QJ82,95.0,$17.00,False,True
227063480,A2R2RITDJNW1Q6,91.0,$17.64,True,True
227063480,A2Q49PGT6CNRLQ,89.0,$29.95,False,False
227063480,A3PAV43I12A2F0,94.0,$31.99,False,False
227064368,A3U2GPXV9J2W2G,100.0,$36.99,False,True
227064368,A3U2GPXV9J2W2G,100.0,$38.99,False,True
227064405,A34QNMBXVZ7PDP,100.0,$239.00,False,False
227064405,A2R2RITDJNW1Q6,91.0,$178.98,True,True
