offer_changed_notification_id,num_competitors,num_fulfilled_by_amazon,amazon_present,min_price,max_feed_back_rating
227139604,2,0,False,1449.0,86.0
227140108,3,2,True,49.71,94.0
227141368,2,1,True,169.99,91.0
227143328,1,0,False,99.99,93.0
227144498,1,0,False,69.93,90.0
227145584,2,0,False,48.14,91.0
227145596,1,0,False,108.99,83.0
227145666,1,0,False,439.99,83.0
227145776,4,0,False,44.95,100.0
227146532,1,0,False,333.99,83.0
227148531,2,1,True,105.9,91.0
227152035,2,0,False,1600.0,100.0
227152103,2,1,False,44.99,99.0
227152222,1,1,False,27.99,86.0
227153136,2,1,True,194.79,91.0
227153675,2,2,False,26.99,100.0
227153715,1,1,True,223.99,91.0
227153821,5,2,True,39.81,94.0
227153852,1,1,True,17.34,91.0
227154097,7,0,False,85.0,100.0
227154825,4,1,True,37.9,94.0
227158097,4,0,False,249.0,100.0
227158224,4,1,True,33.95,100.0
227158709,3,0,False,179.99,88.0
227159963,2,0,False,309.95,100.0
227162327,2,0,False,144.99,98.0
227164111,1,0,False,44.99,93.0
227165178,1,0,False,37.96,79.0
227165416,2,0,False,599.0,100.0
227167191,1,1,True,125.99,91.0
227167435,4,0,False,106.55,92.0
227167651,3,1,True,61.9,91.0
227168694,2,0,False,116.99,93.0
227170386,3,0,False,54.59,90.0
227170857,3,2,True,145.0,91.0
227172791,2,0,False,244.99,93.0
227174219,5,2,True,39.95,96.0
227174580,1,0,False,330.99,86.0
227174608,8,1,True,165.0,99.0
227175241,2,1,False,94.0,98.0
227175385,3,2,True,69.99,94.0
227176550,1,1,True,79.41,91.0
227177970,3,1,False,24.98,96.0
227178181,3,0,False,293.44,85.0
227180030,4,1,True,83.19,91.0
227181002,2,0,False,109.44,88.0
227181682,2,1,True,46.39,94.0
227182160,1,0,False,449.0,100.0
227183601,1,1,True,31.6,91.0
227188878,2,2,False,104.99,99.0
227188938,14,1,False,349.99,100.0
227189032,4,0,False,1399.99,92.0
227189076,2,1,True,349.0,91.0
227190772,1,1,False,29.97,93.0
227191611,4,1,True,36.66,91.0
227191788,3,1,True,56.55,91.0
227191894,2,1,True,79.09,94.0
227195026,1,0,False,615.0,42.0
227195928,1,1,False,6.95,100.0
227197002,1,0,False,939.99,82.0
227197178,4,0,False,54.45,97.0
227198146,2,2,False,23.99,100.0
227199766,1,1,False,935.0,100.0
227200041,2,0,False,54.35,84.0
227201830,4,1,True,42.83,100.0
227202691,5,0,False,143.99,100.0
227203557,4,2,True,106.49,94.0
227204539,4,2,True,31.5,91.0
227206185,1,1,False,62.99,98.0
227207176,1,0,False,64.99,99.0
227207355,1,0,False,309.99,88.0
227207996,1,1,True,139.99,91.0
227208131,5,3,True,14.38,98.0
227208789,3,0,False,297.5,96.0
227212637,2,0,False,124.87,91.0
227214407,1,0,False,39.99,93.0
227217986,3,1,True,39.99,93.0
227218435,19,0,False,468.0,100.0
227218478,6,1,True,29.73,99.0
227218796,1,0,False,665.0,96.0
227219472,1,1,True,59.99,91.0
227219664,1,1,True,71.39,91.0
227220931,2,2,False,22.99,100.0
227220943,1,0,False,177.77,98.0
227221019,1,1,True,45.44,91.0
227221963,1,1,False,292.88,92.0
227222166,6,1,True,369.99,95.0
227222180,19,10,False,89.99,100.0
227222524,2,1,False,149.0,85.0
227223375,7,0,False,293.24,100.0
227223988,4,1,True,259.19,94.0
227224236,1,1,True,95.94,91.0
227225107,4,1,True,286.11,91.0
227225393,1,1,False,76.99,100.0
227225843,1,0,False,29.99,88.0
227225955,4,2,True,43.06,98.0
227226592,1,1,True,30.19,91.0
227227142,12,1,True,69.99,98.0
227228567,12,2,True,102.09,94.0
227230013,5,1,True,26.99,98.0
227231486,2,2,True,94.99,91.0
227233125,3,1,True,69.99,91.0
227235431,2,0,False,209.99,88.0
227235498,1,0,False,418.99,98.0
227236394,1,0,False,840.99,98.0
227237098,3,1,True,64.99,94.0
227237803,1,1,True,49.99,91.0
227238590,6,1,True,240.0,94.0
227239551,3,2,True,43.79,91.0
227242582,1,1,True,20.69,91.0
227245074,1,1,False,275.0,40.0
227246225,5,3,True,41.49,94.0
227247082,5,1,True,369.99,98.0
227247576,1,0,False,229.0,39.0
227248302,1,0,False,66.24,96.0
227248322,3,0,False,89.0,100.0
227249903,8,1,True,799.99,100.0
227249943,1,0,False,28.99,91.0
227250103,4,0,False,169.99,93.0
227255085,1,1,True,73.19,91.0
227255206,4,1,True,111.49,91.0
227256781,3,1,True,329.99,94.0
227257294,1,0,False,189.99,80.0
227260006,1,0,False,239.99,87.0
227262231,2,0,False,29.99,94.0
227262841,1,1,True,189.99,91.0
227263290,1,1,True,197.99,91.0
227263731,3,0,False,519.0,94.0
227264163,2,1,True,196.19,91.0
227266258,1,0,False,1449.95,96.0
227266318,1,0,False,205.57,83.0
227266410,2,1,True,21.99,91.0
227268677,1,0,False,106.89,98.0
227270184,2,1,False,53.99,91.0
227270740,2,0,False,59.99,89.0
227271090,8,0,False,84.99,94.0
227271274,2,1,False,37.99,96.0
227271785,1,1,False,25.99,86.0
227272128,3,1,True,199.0,91.0
227274413,2,1,True,136.49,91.0
227274645,1,1,True,42.49,91.0
227274961,2,1,True,43.36,94.0
227274994,1,1,True,38.5,91.0
227275337,6,1,True,17.28,94.0
227279069,3,0,False,85.0,100.0
227280241,7,1,False,14.56,99.0
227280728,1,0,False,280.0,86.0
227281621,1,1,False,60.69,100.0
227282721,1,1,False,286.86,92.0
227283178,8,0,False,163.94,91.0
227285056,1,1,False,94.95,93.0
227285617,2,0,False,233.0,56.0
227286425,1,0,False,24.89,83.0
227287644,3,1,False,24.5,59.0
227287902,3,1,True,98.37,100.0
227287962,1,1,False,42.99,94.0
227288464,3,1,True,99.0,91.0
227288843,5,1,True,27.99,100.0
227291522,3,0,False,333.72,93.0
227292074,2,1,True,413.09,91.0
227292161,5,2,True,39.99,91.0
227292520,2,0,False,153.99,100.0
227293456,1,1,True,69.99,91.0
227295252,2,0,False,72.48,94.0
227297050,1,0,False,41.98,33.0
227299544,2,2,True,171.9,91.0
227299967,3,0,False,1249.99,85.0
227300262,2,1,True,271.95,91.0
227300385,1,0,False,599.0,95.0
227300858,19,1,True,107.87,92.0
227301982,1,0,False,189.99,80.0
227302174,1,0,False,72.5,75.0
227302279,2,0,False,89.99,92.0
227302291,2,1,True,65.16,100.0
227302456,2,2,False,69.99,100.0
227302488,2,1,False,314.94,83.0
227302964,1,1,False,104.69,97.0
227305496,3,1,True,264.69,91.0
227305502,6,0,False,224.0,98.0
227306141,2,0,False,83.98,91.0
227306876,7,2,False,247.98,100.0
227310146,3,2,True,87.66,91.0
227310717,8,0,False,310.0,100.0
227311038,1,1,False,129.95,0.0
227311292,2,2,False,24.99,100.0
227311584,1,0,False,189.0,78.0
227312348,3,2,False,70.54,100.0
227315075,1,0,False,427.35,92.0
227315807,1,1,True,123.99,91.0
227316111,3,1,True,28.9,99.0
227316429,1,0,False,289.99,83.0
227316796,4,0,False,113.88,99.0
227316844,6,0,False,136.08,100.0
227316950,3,1,False,34.99,96.0
227317105,2,0,False,164.72,91.0
227317629,1,0,False,144.2,78.0
227317754,2,0,False,42.87,94.0
227317946,1,0,False,399.99,83.0
227318096,4,3,True,38.19,93.0
227318291,3,0,False,56.94,99.0
227318705,1,1,True,127.89,91.0
227318737,3,1,True,57.89,94.0
227318869,6,0,False,899.95,100.0
227319939,1,1,True,53.0,91.0
227320065,1,0,False,32.34,69.0
227321404,4,2,True,79.99,94.0
227321634,1,1,True,139.99,91.0
227321694,1,1,True,229.99,91.0
227321919,1,0,False,79.79,91.0
227322111,8,2,True,249.99,99.0
227322176,3,1,True,699.0,98.0
227322588,5,1,False,409.99,100.0
227322871,5,1,False,59.99,94.0
227323436,1,1,True,265.51,91.0
227323719,1,0,False,79.95,93.0
227325138,8,0,False,240.0,100.0
227325380,2,1,False,339.99,95.0
227326390,3,1,True,28.59,94.0
227326987,4,1,False,29.58,96.0
227327520,3,0,False,1459.99,91.0
227327614,2,1,False,16.99,96.0
227328268,1,1,False,64.99,83.0
227329271,3,0,False,55.0,95.0
227329801,1,0,False,399.0,95.0
227330076,5,0,False,207.14,100.0
227330196,1,1,True,192.39,91.0
227330438,2,2,True,245.39,91.0
227330458,1,0,False,228.98,62.0
227331662,2,0,False,108.99,90.0
227331730,2,0,False,55.99,97.0
227332190,2,1,True,38.49,91.0
227332547,1,0,False,47.95,95.0
227332584,2,0,False,65.75,91.0
227333601,4,0,False,36.49,99.0
227333673,2,2,True,55.54,91.0
227334166,1,0,False,529.0,92.0
227334186,2,2,True,144.99,91.0
227334192,7,0,False,439.77,99.0
227334201,2,1,True,52.79,95.0
227334482,3,1,True,82.29,97.0
227335077,1,1,True,63.99,91.0
227335449,3,1,False,249.35,94.0
227335505,6,0,False,499.0,98.0
227336409,1,0,False,20.99,83.0
227336717,4,2,True,153.39,98.0
227337190,1,1,True,65.89,91.0
227337307,1,1,False,49.99,97.0
227337482,6,1,True,69.99,93.0
227337507,1,1,True,156.84,91.0
227337547,2,1,True,103.66,97.0
227337736,6,1,False,511.17,100.0
227337946,3,1,True,53.63,94.0
227338347,1,0,False,239.0,92.0
227338399,1,0,False,69.83,90.0
227338433,1,0,False,225.01,85.0
227338447,1,0,False,145.97,93.0
227338686,7,0,False,209.99,100.0
227338754,2,2,True,23.39,91.0
227338755,1,0,False,65.12,0.0
227338807,4,1,True,69.99,97.0
227338920,6,0,False,56.3,98.0
227339101,3,1,True,25.79,91.0
227339352,1,0,False,3998.9,75.0
227339398,2,0,False,99.48,91.0
227339508,1,0,False,199.99,80.0
227339960,1,0,False,329.0,92.0
227340089,1,0,False,99.99,94.0
227340422,1,0,False,369.99,91.0
227340562,3,1,False,69.0,93.0
227340692,1,0,False,648.99,90.0
227340724,1,1,False,28.99,86.0
227340730,1,0,False,349.99,83.0
227340752,1,0,False,425.0,83.0
227340755,1,0,False,122.78,0.0
227340776,1,0,False,69.97,95.0
227340819,1,1,False,89.99,98.0
227340868,1,1,False,64.99,99.0
227340875,1,1,False,28.99,86.0
227340920,2,0,False,1144.99,95.0
227340975,5,1,False,324.19,98.0
227341922,1,0,False,184.99,82.0
227342354,1,0,False,118.88,0.0
227342382,3,1,False,209.99,100.0
227342385,1,0,False,78.88,76.0
227342416,3,0,False,178.99,91.0
227342433,1,0,False,445.0,80.0
227342453,1,1,False,291.8,94.0
227342476,1,0,False,249.99,80.0
227342489,2,2,False,119.0,100.0
227342490,2,0,False,359.99,83.0
227342516,2,0,False,139.99,94.0
227342554,2,0,False,1079.0,96.0
227343795,1,0,False,439.9,86.0
227345261,2,2,True,124.59,91.0
227346034,1,0,False,200.0,49.0
227346069,2,2,True,16.99,91.0
227346211,1,1,True,149.99,91.0
227347575,3,0,False,136.85,100.0
227347584,2,0,False,71.5,92.0
227347646,5,0,False,95.0,93.0
227347652,3,1,False,181.99,100.0
227348172,1,0,False,145.99,87.0
227348443,2,1,False,47.95,95.0
227349407,1,1,False,28.99,86.0
227349443,1,0,False,149.0,0.0
227349495,2,0,False,73.0,40.0
227349576,3,1,True,39.0,94.0
227350703,2,1,False,26.99,96.0
227350975,3,1,False,132.55,98.0
227351042,2,1,True,45.95,93.0
227351100,5,0,False,135.0,97.0
227351196,2,1,True,97.24,91.0
227351275,4,0,False,54.98,100.0
227351427,3,1,True,36.99,91.0
227351684,2,0,False,310.0,100.0
227352511,1,0,False,65.0,90.0
227352893,1,1,True,56.01,91.0
227353967,1,0,False,87.99,83.0
227354274,3,0,False,599.0,90.0
227354976,2,0,False,93.97,97.0
227354981,1,0,False,3620.0,100.0
227354989,2,0,False,123.99,97.0
227355083,5,0,False,138.99,97.0
227355131,1,0,False,2520.0,100.0
227355177,2,0,False,213.89,85.0
227355578,1,1,True,109.99,91.0
227355579,3,0,False,72.48,94.0
227355660,3,0,False,69.89,95.0
227355680,4,0,False,69.98,94.0
227355686,1,0,False,109.33,90.0
227355960,3,0,False,115.0,100.0
227356305,8,4,True,161.25,100.0
227356507,6,2,True,94.99,100.0
227356522,1,0,False,74.99,100.0
227356924,4,0,False,132.94,94.0
227357024,2,0,False,135.0,90.0
227357289,2,1,False,48.99,96.0
227358233,2,0,False,219.99,93.0
227358535,1,0,False,52.96,86.0
227359001,3,0,False,187.65,82.0
227360309,2,1,True,55.15,91.0
227360653,1,0,False,274.88,61.0
227360719,19,2,True,32.77,100.0
227361231,5,1,True,58.09,100.0
227362020,3,0,False,133.81,91.0
227362217,3,0,False,265.94,97.0
227362599,1,1,False,89.99,83.0
227362697,1,0,False,163.75,89.0
227362796,2,2,True,78.0,100.0
227362988,2,0,False,149.99,96.0
227363329,6,0,False,265.0,98.0
227363696,4,1,True,219.99,91.0
227363774,11,4,True,19.94,99.0
227363814,1,0,False,61.99,73.0
227364011,10,4,True,92.69,100.0
227365852,10,1,True,46.49,100.0
227366981,2,1,True,99.0,100.0
227367089,1,1,True,41.19,91.0
227367213,4,1,False,32.1,96.0
227368479,2,1,True,109.95,91.0
227368486,2,0,False,41.0,100.0
227368569,2,0,False,349.82,93.0
227368613,2,0,False,251.99,91.0
227369021,4,0,False,172.99,100.0
227369101,14,4,True,108.94,100.0
227369910,9,2,True,116.69,100.0
227370590,1,1,True,85.0,91.0
227370596,7,1,True,20.79,93.0
227370626,2,0,False,2090.0,82.0
227370918,2,1,False,330.0,100.0
227371436,1,1,True,249.99,91.0
227371453,1,1,True,106.5,91.0
227371482,1,0,False,1399.0,75.0
227371498,3,0,False,182.69,98.0
227371868,1,1,True,39.99,91.0
227371876,14,1,True,29.99,100.0
227373223,3,0,False,37.96,99.0
227373372,2,1,True,49.99,94.0
227374363,3,1,True,65.0,94.0
227374651,2,2,True,18.6,91.0
227375807,3,0,False,1556.51,89.0
227376624,2,1,False,123.95,88.0
227377649,1,1,False,54.99,99.0
227377820,2,1,False,39.99,100.0
227378660,4,0,False,83.72,100.0
227379345,3,0,False,239.97,100.0
227379501,1,1,False,87.99,100.0
227379903,5,0,False,162.0,97.0
227380052,5,0,False,43.38,94.0
227380141,2,0,False,199.99,90.0
227380492,2,2,True,88.47,94.0
227380593,1,1,True,71.39,91.0
227380636,3,0,False,29.52,96.0
227380648,3,0,False,119.8,95.0
227380947,2,1,True,55.96,98.0
227380957,6,0,False,91.77,100.0
227381223,5,4,False,14.99,100.0
227381413,5,0,False,45.99,92.0
227381456,6,0,False,120.89,92.0
227381465,6,0,False,16.6,92.0
227381786,2,0,False,426.99,82.0
227382098,2,0,False,75.28,87.0
227382185,6,1,True,79.0,91.0
227382246,3,0,False,116.99,93.0
227383113,1,1,False,84.57,92.0
227383414,3,1,False,54.99,97.0
227383415,1,0,False,135.0,90.0
227383705,1,0,False,74.97,91.0
227383751,2,0,False,399.99,97.0
227383783,2,0,False,149.99,88.0
227383862,5,4,True,36.09,100.0
227383945,1,0,False,159.9,97.0
227384087,4,0,False,172.83,94.0
227384176,6,1,True,649.99,91.0
227384341,2,1,True,25.49,91.0
227384538,1,1,True,191.99,91.0
227384719,5,0,False,361.82,94.0
227385002,5,1,True,79.0,96.0
227385017,15,3,False,269.99,100.0
227385165,2,1,True,214.49,92.0
227385179,8,1,True,339.49,96.0
227385234,8,1,True,393.2,94.0
227385402,1,0,False,34.95,87.0
227385493,5,0,False,179.99,99.0
227385553,11,2,True,395.38,100.0
227386113,1,1,True,96.19,91.0
227386172,5,1,False,78.0,95.0
227387486,3,0,False,545.99,91.0
227387677,3,1,True,21.97,100.0
227387982,8,1,True,57.99,91.0
227388322,1,1,False,108.99,96.0
227388387,1,1,True,111.79,91.0
227388638,3,1,True,279.99,94.0
227388670,2,0,False,150.04,100.0
227388741,5,2,True,114.84,99.0
227389121,2,1,False,54.39,93.0
227389130,2,1,False,54.99,93.0
227389354,2,0,False,2199.0,96.0
227389437,14,1,True,45.49,91.0
227390127,1,1,True,2399.99,91.0
227390513,12,4,True,50.8,100.0
227390526,3,2,True,84.74,100.0
227390651,4,1,False,849.95,90.0
227390667,3,1,True,75.0,91.0
227390696,6,1,True,39.99,94.0
227390871,3,1,True,36.99,91.0
227390959,3,1,True,67.09,94.0
227391492,5,0,False,291.99,93.0
227391759,1,1,False,9.95,100.0
227392272,9,0,False,61.95,98.0
227392674,4,0,False,266.99,91.0
227392739,3,0,False,1899.0,86.0
227392787,3,0,False,4399.0,86.0
227392795,7,0,False,3199.0,96.0
227392898,1,0,False,21.99,83.0
227393340,1,1,False,58.12,92.0
227393635,1,0,False,66.95,98.0
227393656,2,0,False,727.69,91.0
227393683,2,1,True,52.12,94.0
227393766,3,1,True,990.99,91.0
227394061,1,0,False,229.0,86.0
227394713,15,5,False,19.89,100.0
227394756,2,0,False,44.99,100.0
227395151,1,1,True,39.99,91.0
227395396,3,0,False,172.99,100.0
227395569,6,1,True,39.09,92.0
227396061,3,0,False,130.42,97.0
227397259,1,0,False,648.22,83.0
227397340,5,1,True,299.99,94.0
227397345,2,1,True,110.36,91.0
227397367,3,0,False,120.99,89.0
227397470,7,1,False,374.0,100.0
227397958,1,0,False,77.95,97.0
227398413,1,1,False,79.99,97.0
227398472,5,0,False,24.99,97.0
227399487,3,1,True,113.65,91.0
227399545,7,3,True,9.99,100.0
227399682,3,1,True,73.31,91.0
227399806,2,0,False,216.09,100.0
227399905,7,1,True,47.08,100.0
227400138,1,0,False,174.82,93.0
227400178,1,0,False,412.99,81.0
227400699,5,0,False,322.87,92.0
227401065,3,1,True,16.96,91.0
227401611,1,1,True,34.29,91.0
227401980,6,1,True,91.95,91.0
227403568,2,1,True,32.0,91.0
227404153,3,0,False,165.16,65.0
227404509,6,3,False,187.99,100.0
227404596,5,2,True,327.69,93.0
227404606,6,3,False,79.99,100.0
227404908,1,1,False,39.95,92.0
227405682,1,0,False,251.99,88.0
227405820,1,1,False,60.0,77.0
227406055,3,1,True,137.39,95.0
227406353,6,2,True,999.98,93.0
227407247,2,2,False,198.99,100.0
227407443,12,0,False,249.98,100.0
227407459,2,1,True,147.99,91.0
227407522,4,0,False,43.67,87.0
227407604,1,0,False,719.97,96.0
227407804,1,0,False,250.0,95.0
227408153,3,1,True,159.99,95.0
227408884,3,1,False,144.0,100.0
227408981,2,1,False,319.99,95.0
227409343,7,1,True,49.99,94.0
227409724,7,2,False,73.01,100.0
227409861,4,1,True,222.89,91.0
227410091,4,0,False,40.0,82.0
227410292,2,1,False,263.0,99.0
227410535,4,1,True,144.99,95.0
227410547,4,1,True,86.96,100.0
227410696,6,0,False,42.78,88.0
227410764,6,0,False,529.0,98.0
227411038,4,1,True,63.75,91.0
227411155,10,1,True,170.35,91.0
227411254,1,0,False,385.33,67.0
227411273,1,0,False,149.99,79.0
227411300,5,0,False,93.99,83.0
227411490,1,0,False,37.0,83.0
227411498,3,1,True,924.99,95.0
227411636,2,2,True,109.89,96.0
227411678,9,1,True,35.99,100.0
227411684,2,1,True,118.79,100.0
227411971,2,0,False,132.99,94.0
227412491,1,1,False,82.76,83.0
227412498,1,0,False,59.99,96.0
227412651,7,0,False,89.9,98.0
227412677,2,2,False,74.95,98.0
227413113,8,0,False,49.0,100.0
227413183,6,1,True,38.98,91.0
227413968,3,0,False,248.14,100.0
227414551,3,1,True,142.8,97.0
227414660,1,0,False,179.99,88.0
227415639,5,1,True,117.14,95.0
227415805,2,0,False,119.0,100.0
227416055,2,1,False,43.99,96.0
227416129,11,1,False,440.0,95.0
227416165,3,0,False,72.85,94.0
227416430,3,0,False,289.99,92.0
227416434,6,2,False,297.5,100.0
